"","project","cell_specimen_id","cell_specimen_name","hemisphere","structure","donor_id","donor_name","biological_sex","age","ethnicity","medical_conditions","full_genotype","dendrite_type","apical_dendrite_status","neuron_reconstruction_type","cell_soma_normalized_depth","depth_from_pia_um","ephys_session_id","transcriptomics_sample_id","transcriptomics_batch","corresponding_AIT2.3.1_ID","corresponding_AIT2.3.1_alias","subclass"
"71","mIVSCC-MET",639013022,"Vip-IRES-Cre;Ai14-351462.04.01.01","left","VISp2/3",351462,"Vip-IRES-Cre;Ai14-351462","F","P43",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.161293405884072,NA,639012999,"SM.GE63O_S060_E1.50","RSC-124","CS180626100024","Vip Rspo1 Itga4","Vip"
"72","mIVSCC-MET",639016154,"Slc32a1-IRES-Cre;Ai14-347205.05.02.01","right","VISp4",347205,"Slc32a1-IRES-Cre;Ai14-347205","F","P62",NA,NA,"Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639016139,"SM.GE63O_S068_E1.50","RSC-124","CS180626100020","Vip Lmo1 Myl1","Vip"
"73","mIVSCC-MET",639018115,"Vip-IRES-Cre;Ai14-351462.04.01.02","left","VISp5",351462,"Vip-IRES-Cre;Ai14-351462","F","P43",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639018100,"SM.GE63O_S061_E1.50","RSC-124","CS180626100020","Vip Lmo1 Myl1","Vip"
"74","mIVSCC-MET",639018814,"Slc32a1-IRES-Cre;Ai14-347205.05.02.02","right","VISp5",347205,"Slc32a1-IRES-Cre;Ai14-347205","F","P62",NA,NA,"Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639018799,"SM.GE63O_S069_E1.50","RSC-124","CS180626100006","Lamp5 Lsp1","Lamp5"
"75","mIVSCC-MET",639210975,"Slc32a1-IRES-Cre;Ai14-348997.04.02.01","right","VISp2/3",348997,"Slc32a1-IRES-Cre;Ai14-348997","M","P54",NA,NA,"Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639210886,"SM.GE63H_S098_E1.50","RSC-125","CS180626100016","Vip Igfbp4 Mab21l1","Vip"
"76","mIVSCC-MET",639212193,"Slc32a1-IRES-Cre;Ai14-348997.05.02.01","right","VISp2/3",348997,"Slc32a1-IRES-Cre;Ai14-348997","M","P54",NA,NA,"Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639211955,"SM.GE63H_S101_E1.50","RSC-125","CS180626100026","Vip Pygm C1ql1","Vip"
"77","mIVSCC-MET",639216491,"Slc32a1-IRES-Cre;Ai14-348997.04.02.02","right","VISp2/3",348997,"Slc32a1-IRES-Cre;Ai14-348997","M","P54",NA,NA,"Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639216476,"SM.GE63H_S099_E1.50","RSC-125","CS180626100025","Vip Chat Htr1f","Vip"
"78","mIVSCC-MET",639216521,"Slc32a1-IRES-Cre;Ai14-348997.05.02.02","right","VISpm1",348997,"Slc32a1-IRES-Cre;Ai14-348997","M","P54",NA,NA,"Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639216506,"SM.GE63H_S102_E1.50","RSC-125","CS180626100006","Lamp5 Lsp1","Lamp5"
"79","mIVSCC-MET",639226535,"Slc32a1-IRES-Cre;Ai14-348997.04.02.03","right","VISp2/3",348997,"Slc32a1-IRES-Cre;Ai14-348997","M","P54",NA,NA,"Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639226360,"SM.GE63H_S100_E1.50","RSC-125","CS180626100028","Vip Crispld2 Kcne4","Vip"
"80","mIVSCC-MET",639356925,"Slc32a1-IRES-Cre;Ai14-348998.03.02.02","right","VISp5",348998,"Slc32a1-IRES-Cre;Ai14-348998","M","P55",NA,NA,"Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639356839,"SM.GE63H_S119_E1.50","RSC-125","CS180626100052","Pvalb Th Sst","Pvalb"
"81","mIVSCC-MET",639380048,"Vip-IRES-Cre;Ai14-351458.05.02.01","right","VISpm2/3",351458,"Vip-IRES-Cre;Ai14-351458","M","P45",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639380033,"SM.GE63H_S126_E1.50","RSC-125","CS180626100026","Vip Pygm C1ql1","Vip"
"82","mIVSCC-MET",639380495,"Vip-IRES-Cre;Ai14-351458.03.01.01","left","VISpm2/3",351458,"Vip-IRES-Cre;Ai14-351458","M","P45",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639380378,"SM.GE63H_S120_E1.50","RSC-125","","",""
"83","mIVSCC-MET",639389307,"Vip-IRES-Cre;Ai14-351458.05.02.02","right","VISam2/3",351458,"Vip-IRES-Cre;Ai14-351458","M","P45",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639389033,"SM.GE63H_S127_E1.50","RSC-125","CS180626100027","Vip Crispld2 Htr2c","Vip"
"84","mIVSCC-MET",639390023,"Vip-IRES-Cre;Ai14-351458.04.02.01","right","VISp5",351458,"Vip-IRES-Cre;Ai14-351458","M","P45",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639389976,"SM.GE63H_S132_E1.50","RSC-125","CS180626100021","Vip Ptprt Pkp2","Vip"
"85","mIVSCC-MET",639395418,"Vip-IRES-Cre;Ai14-351458.03.01.02","left","VISp2/3",351458,"Vip-IRES-Cre;Ai14-351458","M","P45",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",0.272698596865507,NA,639395403,"SM.GE63H_S121_E1.50","RSC-125","CS180626100021","Vip Ptprt Pkp2","Vip"
"86","mIVSCC-MET",639395516,"Gad2-IRES-Cre;Ai14-350671.04.02.01","right","VISpm2/3",350671,"Gad2-IRES-Cre;Ai14-350671","F","P46",NA,NA,"Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639395433,"SM.GE63H_S128_E1.50","RSC-125","CS180626100021","Vip Ptprt Pkp2","Vip"
"87","mIVSCC-MET",639398242,"Vip-IRES-Cre;Ai14-351458.03.01.03","left","VISp2/3",351458,"Vip-IRES-Cre;Ai14-351458","M","P45",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639398095,"SM.GE63H_S122_E1.50","RSC-125","CS180626100021","Vip Ptprt Pkp2","Vip"
"88","mIVSCC-MET",639671955,"Gad2-IRES-Cre;Ai14-350672.06.02.01","right","VISp5",350672,"Gad2-IRES-Cre;Ai14-350672","F","P49",NA,NA,"Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639671843,"SM.GE63H_S152_E1.50","RSC-125","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"89","mIVSCC-MET",639674270,"Chrna2-Cre_OE25;Ai14-351067.04.02.01","right","VISp5",351067,"Chrna2-Cre_OE25;Ai14-351067","M","P46",NA,NA,"Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.767271332930588,NA,639674215,"SM.GE63H_S142_E1.50","RSC-125","CS180626100019","Vip Lmo1 Fam159b","Vip"
"90","mIVSCC-MET",639689311,"Chrna2-Cre_OE25;Ai14-351067.04.02.02","right","VISpm6a",351067,"Chrna2-Cre_OE25;Ai14-351067","M","P46",NA,NA,"Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639688773,"SM.GE63H_S143_E1.50","RSC-125","CS180626100048","Sst Rxfp1 Eya1","Sst"
"91","mIVSCC-MET",639689999,"Gad2-IRES-Cre;Ai14-350672.03.01.01","left","VISl2/3",350672,"Gad2-IRES-Cre;Ai14-350672","F","P49",NA,NA,"Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639689600,"SM.GE63H_S147_E1.50","RSC-125","CS180626100006","Lamp5 Lsp1","Lamp5"
"92","mIVSCC-MET",639695961,"Chrna2-Cre_OE25;Ai14-351067.04.01.01","left","VISp4",351067,"Chrna2-Cre_OE25;Ai14-351067","M","P46",NA,NA,"Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639695946,"SM.GE63H_S135_E1.50","RSC-125","CS180626100020","Vip Lmo1 Myl1","Vip"
"93","mIVSCC-MET",639701690,"Chrna2-Cre_OE25;Ai14-351067.04.01.02","left","VISp5",351067,"Chrna2-Cre_OE25;Ai14-351067","M","P46",NA,NA,"Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639701642,"SM.GE63H_S136_E1.50","RSC-125","CS180626100056","Pvalb Gpr149 Islr","Pvalb"
"94","mIVSCC-MET",639708328,"Chrna2-Cre_OE25;Ai14-351067.03.02.01","right","VISp5",351067,"Chrna2-Cre_OE25;Ai14-351067","M","P46",NA,NA,"Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt","sparsely spiny",NA,"full",0.734785746004272,NA,639708214,"SM.GE63H_S144_E1.50","RSC-125","CS180626100046","Sst Esm1","Sst"
"95","mIVSCC-MET",639719157,"Chrna2-Cre_OE25;Ai14-351067.03.02.02","right","VISp5",351067,"Chrna2-Cre_OE25;Ai14-351067","M","P46",NA,NA,"Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639719100,"SM.GE63H_S145_E1.50","RSC-125","CS180626100046","Sst Esm1","Sst"
"96","mIVSCC-MET",639796648,"Gad2-IRES-Cre;Ai14-350674.04.01.01","left","VISli2/3",350674,"Gad2-IRES-Cre;Ai14-350674","F","P50",NA,NA,"Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639796633,"SM.GE63H_S169_E1.50","RSC-125","CS180626100006","Lamp5 Lsp1","Lamp5"
"97","mIVSCC-MET",639797308,"Gad2-IRES-Cre;Ai14-350674.04.02.01","right","VISp2/3",350674,"Gad2-IRES-Cre;Ai14-350674","F","P50",NA,NA,"Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.276069696517544,NA,639797293,"SM.GE63H_S165_E1.50","RSC-125","CS180626100059","Pvalb Tpbg","Pvalb"
"98","mIVSCC-MET",639808649,"Gad2-IRES-Cre;Ai14-350674.06.02.01","right","VISp5",350674,"Gad2-IRES-Cre;Ai14-350674","F","P50",NA,NA,"Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639808631,"SM.GE63H_S175_E1.50","RSC-125","CS180626100029","Vip Col15a1 Pde1a","Vip"
"99","mIVSCC-MET",639809582,"Chrna2-Cre_OE25;Ai14-351070.03.01.01","left","VISp6a",351070,"Chrna2-Cre_OE25;Ai14-351070","F","P47",NA,NA,"Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.795389404625941,NA,639809452,"SM.GE63H_S172_E1.50","RSC-125","CS180626100041","Sst Tac2 Myh4","Sst"
"100","mIVSCC-MET",639818525,"Gad2-IRES-Cre;Ai14-350674.03.01.02","left","VISp4",350674,"Gad2-IRES-Cre;Ai14-350674","F","P50",NA,NA,"Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.471844918408327,NA,639818424,"SM.GE63H_S178_E1.50","RSC-125","","",""
"101","mIVSCC-MET",639824809,"Gad2-IRES-Cre;Ai14-350674.03.02.01","right","VISp2/3",350674,"Gad2-IRES-Cre;Ai14-350674","F","P50",NA,NA,"Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639824794,"SM.GE63H_S153_E1.50","RSC-125","CS180626100021","Vip Ptprt Pkp2","Vip"
"102","mIVSCC-MET",639829058,"Gad2-IRES-Cre;Ai14-350674.03.01.03","left","VISp6a",350674,"Gad2-IRES-Cre;Ai14-350674","F","P50",NA,NA,"Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639829043,"SM.GE63H_S179_E1.50","RSC-125","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"103","mIVSCC-MET",639841063,"Gad2-IRES-Cre;Ai14-350674.03.02.03","right","VISp4",350674,"Gad2-IRES-Cre;Ai14-350674","F","P50",NA,NA,"Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.424574032547644,NA,639841046,"SM.GE63H_S155_E1.50","RSC-125","CS180626100043","Sst Hpse Cbln4","Sst"
"104","mIVSCC-MET",639850374,"Gad2-IRES-Cre;Ai14-350674.03.02.04","right","VISl5",350674,"Gad2-IRES-Cre;Ai14-350674","F","P50",NA,NA,"Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639850359,"SM.GE63H_S156_E1.50","RSC-125","CS180626100059","Pvalb Tpbg","Pvalb"
"105","mIVSCC-MET",639860893,"Oxtr-T2A-Cre;Ai14-351470.03.01.02","left","VISp5",351470,"Oxtr-T2A-Cre;Ai14-351470","M","P47",NA,NA,"Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639860852,"SM.GE65C_S101_E1.50","RSC-126","CS180626100028","Vip Crispld2 Kcne4","Vip"
"106","mIVSCC-MET",639861972,"Oxtr-T2A-Cre;Ai14-351470.04.02.02","right","VISp2/3",351470,"Oxtr-T2A-Cre;Ai14-351470","M","P47",NA,NA,"Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639861957,"SM.GE65C_S098_E1.50","RSC-126","CS180626100060","Pvalb Vipr2","Pvalb"
"107","mIVSCC-MET",639862877,"Oxtr-T2A-Cre;Ai14-351470.04.01.01","left","VISp5",351470,"Oxtr-T2A-Cre;Ai14-351470","M","P47",NA,NA,"Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.512540724136242,NA,639862860,"SM.GE63H_S157_E1.50","RSC-125","CS180626100043","Sst Hpse Cbln4","Sst"
"108","mIVSCC-MET",639881631,"Oxtr-T2A-Cre;Ai14-351470.04.01.03","left","VISp5",351470,"Oxtr-T2A-Cre;Ai14-351470","M","P47",NA,NA,"Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.651652160089225,NA,639881616,"SM.GE63H_S159_E1.50","RSC-125","CS180626100037","Sst Myh8 Etv1 ","Sst"
"109","mIVSCC-MET",639881942,"Oxtr-T2A-Cre;Ai14-351470.06.01.01","left","VISli2/3",351470,"Oxtr-T2A-Cre;Ai14-351470","M","P47",NA,NA,"Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639881927,"SM.GE63H_S176_E1.50","RSC-125","CS180626100059","Pvalb Tpbg","Pvalb"
"110","mIVSCC-MET",639891826,"Oxtr-T2A-Cre;Ai14-351470.05.02.01","right","VISp2/3",351470,"Oxtr-T2A-Cre;Ai14-351470","M","P47",NA,NA,"Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639891766,"SM.GE65C_S105_E1.50","RSC-126","CS180626100003","Lamp5 Fam19a1 Tmem182","Lamp5"
"111","mIVSCC-MET",639893239,"Oxtr-T2A-Cre;Ai14-351470.05.01.01","left","VISp6a",351470,"Oxtr-T2A-Cre;Ai14-351470","M","P47",NA,NA,"Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.754867393706036,NA,639893224,"SM.GE63H_S168_E1.50","RSC-125","CS180626100031","Sst Mme Fam114a1","Sst"
"112","mIVSCC-MET",639962984,"Oxtr-T2A-Cre;Ai14-351471.03.01.01","left","VISp2/3",351471,"Oxtr-T2A-Cre;Ai14-351471","M","P48",NA,NA,"Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.32912193830413,NA,639962969,"SM.GE65C_S113_E1.50","RSC-126","CS180626100032","Sst Tac1 Htr1d","Sst"
"113","mIVSCC-MET",639965232,"Oxtr-T2A-Cre;Ai14-351471.03.02.01","right","VISp4",351471,"Oxtr-T2A-Cre;Ai14-351471","M","P48",NA,NA,"Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639965190,"SM.GE63H_S183_E1.50","RSC-125","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"114","mIVSCC-MET",639979263,"Oxtr-T2A-Cre;Ai14-351471.03.02.02","right","VISp2/3",351471,"Oxtr-T2A-Cre;Ai14-351471","M","P48",NA,NA,"Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,639979012,"SM.GE65C_S106_E1.50","RSC-126","CS180626100043","Sst Hpse Cbln4","Sst"
"115","mIVSCC-MET",639986522,"Oxtr-T2A-Cre;Ai14-351471.03.01.03","left","VISp2/3",351471,"Oxtr-T2A-Cre;Ai14-351471","M","P48",NA,NA,"Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","spiny","intact","",NA,NA,639986472,"SM.GE65C_S115_E1.50","RSC-126","","",""
"116","mIVSCC-MET",640006232,"Oxtr-T2A-Cre;Ai14-351471.06.02.01","right","VISl2/3",351471,"Oxtr-T2A-Cre;Ai14-351471","M","P48",NA,NA,"Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,640006181,"SM.GE65C_S124_E1.50","RSC-126","CS180626100059","Pvalb Tpbg","Pvalb"
"117","mIVSCC-MET",640006296,"Oxtr-T2A-Cre;Ai14-351471.04.02.03","right","VISpm2/3",351471,"Oxtr-T2A-Cre;Ai14-351471","M","P48",NA,NA,"Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","spiny","intact","dendrite-only",0.208065008117237,NA,640006265,"SM.GE63H_S186_E1.50","RSC-125","","",""
"118","mIVSCC-MET",640012241,"Oxtr-T2A-Cre;Ai14-351471.05.01.02","left","VISp1",351471,"Oxtr-T2A-Cre;Ai14-351471","M","P48",NA,NA,"Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","spiny","intact","dendrite-only",0.126136731855724,NA,640012122,"SM.GE65C_S117_E1.50","RSC-126","","",""
"119","mIVSCC-MET",640061596,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-350938.05.01.01","left","VISp5",350938,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-350938","F","P49",NA,NA,"Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","sparsely spiny",NA,"full",0.577012479590624,NA,640061581,"SM.GE65C_S125_E1.50","RSC-126","CS180626100030","Sst Chodl","Sst"
"120","mIVSCC-MET",640106803,"Gad2-IRES-Cre;Ai14-350675.04.01.01","left","VISp2/3",350675,"Gad2-IRES-Cre;Ai14-350675","F","P51",NA,NA,"Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,640106787,"SM.GE65C_S121_E1.50","RSC-126","CS180626100006","Lamp5 Lsp1","Lamp5"
"121","mIVSCC-MET",640109830,"Gad2-IRES-Cre;Ai14-350675.05.01.01","left","VISp2/3",350675,"Gad2-IRES-Cre;Ai14-350675","F","P51",NA,NA,"Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,640109794,"SM.GE63H_S190_E1.50","RSC-125","CS180626100021","Vip Ptprt Pkp2","Vip"
"122","mIVSCC-MET",640111844,"Gad2-IRES-Cre;Ai14-350675.05.01.02","left","VISp6a",350675,"Gad2-IRES-Cre;Ai14-350675","F","P51",NA,NA,"Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.90450849565903,NA,640111829,"SM.GE63H_S191_E1.50","RSC-125","CS180626100045","Sst Crh 4930553C11Rik ","Sst"
"123","mIVSCC-MET",640263789,"Gad2-IRES-Cre;Ai14-350676.04.01.01","left","VISp2/3",350676,"Gad2-IRES-Cre;Ai14-350676","F","P52",NA,NA,"Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,640263774,"SM.GE65C_S139_E1.50","RSC-126","CS180626100026","Vip Pygm C1ql1","Vip"
"124","mIVSCC-MET",640280740,"Gad2-IRES-Cre;Ai14-350676.03.02.01","right","VISp2/3",350676,"Gad2-IRES-Cre;Ai14-350676","F","P52",NA,NA,"Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.258358999030983,NA,640280725,"SM.GE65C_S137_E1.50","RSC-126","CS180626100023","Vip Lect1 Oxtr","Vip"
"125","mIVSCC-MET",640287067,"Gad2-IRES-Cre;Ai14-350676.03.02.02","right","VISp5",350676,"Gad2-IRES-Cre;Ai14-350676","F","P52",NA,NA,"Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,640287004,"SM.GE65C_S138_E1.50","RSC-126","CS180626100048","Sst Rxfp1 Eya1","Sst"
"126","mIVSCC-MET",640311818,"Oxtr-T2A-Cre;Ai14-351472.04.02.01","right","VISp2/3",351472,"Oxtr-T2A-Cre;Ai14-351472","F","P49",NA,NA,"Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,640311793,"SM.GE65C_S133_E1.50","RSC-126","CS180626100006","Lamp5 Lsp1","Lamp5"
"127","mIVSCC-MET",640315859,"Oxtr-T2A-Cre;Ai14-351472.04.02.02","right","VISp5",351472,"Oxtr-T2A-Cre;Ai14-351472","F","P49",NA,NA,"Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,640315794,"SM.GE65C_S134_E1.50","RSC-126","CS180626100043","Sst Hpse Cbln4","Sst"
"128","mIVSCC-MET",640317055,"Oxtr-T2A-Cre;Ai14-351472.04.02.03","right","VISp5",351472,"Oxtr-T2A-Cre;Ai14-351472","F","P49",NA,NA,"Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,640317026,"SM.GE65C_S135_E1.50","RSC-126","CS180626100036","Sst Nr2f2 Necab1","Sst"
"129","mIVSCC-MET",640319052,"Oxtr-T2A-Cre;Ai14-351472.04.01.02","left","VISp1",351472,"Oxtr-T2A-Cre;Ai14-351472","F","P49",NA,NA,"Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,640318956,"SM.GE65C_S142_E1.50","RSC-126","CS180626100005","Lamp5 Plch2 Dock5","Lamp5"
"130","mIVSCC-MET",642104046,"Oxtr-T2A-Cre;Ai14-351473.03.01.01","left","VISp5",351473,"Oxtr-T2A-Cre;Ai14-351473","F","P50",NA,NA,"Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,642103947,"SM.GE65C_S171_E1.50","RSC-126","CS180626100043","Sst Hpse Cbln4","Sst"
"131","mIVSCC-MET",642110310,"Oxtr-T2A-Cre;Ai14-351473.03.01.02","left","VISp5",351473,"Oxtr-T2A-Cre;Ai14-351473","F","P50",NA,NA,"Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,642110295,"SM.GE65C_S172_E1.50","RSC-126","CS180626100006","Lamp5 Lsp1","Lamp5"
"132","mIVSCC-MET",642124659,"Oxtr-T2A-Cre;Ai14-351473.05.02.02","right","VISp2/3",351473,"Oxtr-T2A-Cre;Ai14-351473","F","P50",NA,NA,"Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.287330334285963,NA,642124629,"SM.GE65C_S169_E1.50","RSC-126","CS180626100006","Lamp5 Lsp1","Lamp5"
"133","mIVSCC-MET",642166983,"Oxtr-T2A-Cre;Ai14-351473.04.01.01","left","VISp5",351473,"Oxtr-T2A-Cre;Ai14-351473","F","P50",NA,NA,"Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,642166968,"SM.GE65C_S173_E1.50","RSC-126","CS180626100035","Sst Calb2 Pdlim5","Sst"
"134","mIVSCC-MET",642227568,"Chrna2-Cre_OE25;Ai14-351080.05.02.01","right","VISp5",351080,"Chrna2-Cre_OE25;Ai14-351080","M","P50",NA,NA,"Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,642227553,"SM.GE65C_S170_E1.50","RSC-126","CS180626100026","Vip Pygm C1ql1","Vip"
"135","mIVSCC-MET",642258974,"Gad2-IRES-Cre;Ai14-351990.03.02.01","right","VISpm5",351990,"Gad2-IRES-Cre;Ai14-351990","F","P46",NA,NA,"Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,642258959,"SM.GE65C_S158_E1.50","RSC-126","CS180626100049","Sst Rxfp1 Prdm8","Sst"
"136","mIVSCC-MET",642265873,"Gad2-IRES-Cre;Ai14-351990.04.01.02","left","VISp6a",351990,"Gad2-IRES-Cre;Ai14-351990","F","P46",NA,NA,"Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,642265853,"SM.GE65C_S177_E1.50","RSC-126","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"137","mIVSCC-MET",642266392,"Gad2-IRES-Cre;Ai14-351990.03.01.01","left","VISp5",351990,"Gad2-IRES-Cre;Ai14-351990","F","P46",NA,NA,"Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,642266377,"SM.GE65C_S178_E1.50","RSC-126","CS180626100006","Lamp5 Lsp1","Lamp5"
"138","mIVSCC-MET",642402500,"Ndnf-IRES2-dgCre;Ai14-353735.04.02.01","right","VISp1",353735,"Ndnf-IRES2-dgCre;Ai14-353735","M","P39",NA,NA,"Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,642402432,"SM.GE652_S135_E1.50","RSC-127","CS180626100004","Lamp5 Ntn1 Npy2r","Lamp5"
"139","mIVSCC-MET",642421456,"Ndnf-IRES2-dgCre;Ai14-353735.04.02.02","right","VISp1",353735,"Ndnf-IRES2-dgCre;Ai14-353735","M","P39",NA,NA,"Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,642421401,"SM.GE652_S136_E1.50","RSC-127","CS180626100015","Vip Igfbp6 Pltp","Vip"
"140","mIVSCC-MET",642429586,"Ndnf-IRES2-dgCre;Ai14-353735.05.01.01","left","VISpm1",353735,"Ndnf-IRES2-dgCre;Ai14-353735","M","P39",NA,NA,"Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,642429394,"SM.GE65C_S184_E1.50","RSC-126","CS180626100004","Lamp5 Ntn1 Npy2r","Lamp5"
